City ID,City,Latitude,Longitude,Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (MPH)
3175096,Laas,46.62,10.7,57.2,67,75,4.7
6301965,Howard Springs,-12.5,131.05,63.59,93,0,3.36
1488167,Ust'-Koksa,50.27,85.61,52.56,77,61,1.25
962367,Richards Bay,-28.78,32.04,56.39,76,0,4.9
3899695,Ancud,-41.87,-73.82,50.92,93,90,12.75
2110227,Butaritari,3.07,172.79,83.01,67,43,9.24
1282256,Hithadhoo,-0.6,73.08,84.33,69,99,4.45
3881102,Machalí,-34.18,-70.67,48.2,87,90,1.12
2610343,Vestmanna,62.16,-7.17,51.8,93,13,16.11
3985710,Cabo San Lucas,22.89,-109.91,89.28,62,5,11.41
2629833,Husavik,66.04,-17.34,51.8,87,90,18.34
1510377,Belyy Yar,53.6,91.39,62.6,72,66,6.71
633221,Uusikaupunki,60.8,21.41,62.6,67,0,3.36
1512019,Aksarka,66.56,67.8,47.55,75,0,1.68
2094144,Kerema,-7.96,145.78,76.03,89,48,3.56
4035715,Avarua,-21.21,-159.78,71.6,73,0,9.17
1880252,Singapore,1.29,103.85,79.68,88,75,1.12
2120591,Tilichiki,60.47,166.1,50.02,100,100,1.54
1161724,Chabahar,25.29,60.64,85.44,82,27,11.7
1633419,Padang,-0.95,100.35,77.13,84,95,7.52
3143034,Farnes,61.32,7.8,60.8,59,40,14.99
2120048,Ust-Nera,64.57,143.2,51.76,61,1,3.91
4955336,Weymouth,42.22,-70.94,70.48,60,100,6.93
2090021,Namatanai,-3.67,152.43,79.05,82,97,3.98
3445026,Vila Velha,-20.33,-40.29,70.75,73,40,9.17
5546220,Saint George,37.1,-113.58,101.88,12,1,12.75
1513087,Nurota,40.56,65.69,80.6,21,0,6.93
2183406,Riwaka,-41.08,173.0,48.99,59,100,1.99
7601762,Bairiki Village,1.33,172.98,82.4,78,75,5.82
474470,Verkhnyaya Toyma,62.23,45.0,57.74,93,2,2.95
2013279,Vostok,46.49,135.88,58.71,97,5,4.09
3448903,São João da Barra,-21.64,-41.05,71.6,68,75,6.93
2641434,Northam,51.03,-4.22,61.02,92,0,8.01
3466165,Cidreira,-30.18,-50.21,54.07,89,100,18.32
2174444,Bowen,-20.02,148.23,48.07,93,40,1.12
1637001,Biak,-0.91,122.88,75.07,83,25,3.02
2806501,Wolgast,54.05,13.77,61.0,71,43,1.01
3703239,Pedasí,7.53,-80.03,83.84,74,100,11.16
1735902,Sibu,2.3,111.82,75.07,94,20,2.24
779622,Havøysund,71.0,24.66,55.4,76,75,1.12
5767918,Pierre,44.37,-100.35,89.02,25,1,5.82
2208248,Kaitangata,-46.28,169.85,39.0,74,10,1.99
2638419,Scarborough,54.28,-0.4,66.33,78,98,1.99
2063036,Port Lincoln,-34.73,135.87,53.01,74,0,7.67
3465228,Coxim,-18.51,-54.76,93.58,18,0,6.42
3662342,São Gabriel da Cachoeira,-0.13,-67.09,87.8,66,40,2.24
2126710,Beringovskiy,63.05,179.32,52.29,78,91,3.91
100926,Umluj,25.02,37.27,83.5,68,0,6.08
1734705,Kuala Terengganu,5.33,103.14,77.0,94,20,3.36
3450063,Santa Maria da Vitória,-13.39,-44.19,83.32,28,61,6.6
6096551,Pangnirtung,66.15,-65.71,60.8,59,20,9.17
2138285,Tadine,-21.55,167.88,68.22,73,64,2.46
3533462,Acapulco de Juárez,16.86,-99.89,89.6,70,40,4.7
3995647,Moctezuma,29.8,-109.67,95.05,34,13,1.77
3571913,Marsh Harbour,26.54,-77.06,83.62,74,0,15.41
1715010,Dicamay,16.76,122.0,74.35,90,98,2.33
4920986,Griffith,41.53,-87.42,79.66,65,40,3.36
878141,Madimba,-10.4,40.33,73.4,64,20,16.11
5563839,Fortuna,40.6,-124.16,61.92,77,1,17.22
1521762,Kurchum,48.57,83.65,68.7,56,16,4.45
4837648,Ledyard Center,41.44,-72.01,71.24,60,1,13.87
3372472,Vila Franca do Campo,37.72,-25.43,69.8,77,75,10.29
3665202,Aripuanã,-9.17,-60.63,95.41,23,0,1.45
3932145,Pisco,-13.7,-76.22,61.3,87,90,3.36
463516,Zharkovskiy,55.85,32.27,52.52,93,53,2.35
609924,Emba,48.83,58.14,84.6,19,0,10.16
2155562,Nelson Bay,-32.72,152.15,53.26,81,90,10.29
2017215,Sangar,63.92,127.47,66.51,52,100,5.37
2119538,Yelizovo,53.19,158.38,53.6,100,90,2.24
2738381,Lata,40.16,-8.33,93.0,32,0,3.0
3698359,Chicama,-7.84,-79.15,70.97,60,8,10.0
4440397,Pascagoula,30.37,-88.56,87.24,66,1,10.29
3894426,Coyhaique,-45.58,-72.07,32.0,86,90,2.24
482432,Tolbazy,54.02,55.88,71.6,68,0,2.24
4946620,Palmer,42.16,-72.33,77.02,44,75,10.29
2630299,Hofn,64.25,-15.21,51.93,86,79,27.49
1272140,Dwārka,22.24,68.97,84.31,76,100,6.06
337010,Gelemso,8.82,40.52,60.28,89,100,5.68
3146487,Raudeberg,61.99,5.14,60.44,77,75,20.8
491029,Solginskiy,61.05,41.34,54.99,95,0,3.42
5856516,‘Āhuimanu,21.44,-157.84,81.57,65,90,8.05
6113406,Prince Rupert,54.32,-130.32,53.6,100,90,3.36
3421765,Nanortalik,60.14,-45.24,51.03,54,51,9.93
3393692,Itarema,-2.92,-39.92,81.27,68,0,14.7
643497,Oulainen,64.27,24.8,62.01,76,0,3.0
5861897,Fairbanks,64.84,-147.72,59.56,82,90,2.84
515687,Olenino,56.21,33.49,53.2,97,99,4.99
5712169,Baker City,44.77,-117.83,85.6,19,1,2.3
5710035,West Wendover,40.74,-114.07,89.6,10,1,8.05
5557293,Sitka,57.05,-135.33,59.0,77,75,10.29
2527087,Tiznit Province,29.58,-9.5,84.97,37,70,13.0
549786,Kholm,59.27,32.85,52.95,96,100,5.46
1507116,Dudinka,69.41,86.18,48.2,87,40,11.18
64435,Berbera,10.44,45.01,90.34,40,37,26.02
2022572,Khatanga,71.97,102.5,50.4,78,100,14.0
1152194,Mae Sai,20.43,99.88,80.6,88,20,5.82
1632694,Pangkalanbuun,-2.68,111.62,73.4,98,14,2.21
2381334,Atar,20.52,-13.05,95.72,18,6,9.53
533418,Lukovetskiy,64.3,41.92,53.6,93,75,4.47
5939236,Digby,44.62,-65.77,68.0,69,69,3.0
3385899,Tutóia,-2.76,-42.27,81.36,72,4,7.43
3354077,Opuwo,-18.06,13.84,58.21,34,0,13.06
2662689,Visby,57.64,18.3,59.86,67,0,4.7
5815136,Washougal,45.58,-122.35,75.79,50,1,3.36
1735106,George Town,5.41,100.34,77.63,94,40,3.36
2360286,Goulouré,12.23,-1.93,78.8,83,20,2.24
209598,Manono,-7.3,27.42,73.4,33,0,7.49
4164092,Merritt Island,28.54,-80.67,88.14,62,75,5.82
2172880,Byron Bay,-28.65,153.62,49.66,71,40,8.05
3421319,Nuuk,64.18,-51.72,59.0,62,20,5.82
3100933,Człuchów,53.67,17.36,57.99,73,89,4.85
3395981,Maceió,-9.67,-35.74,77.0,65,40,13.87
1491230,Sovetskiy,61.36,63.58,70.54,93,51,7.2
2441482,Magaria,13.0,8.91,88.11,47,94,7.54
1337607,Kudahuvadhoo,2.67,72.89,84.54,69,100,4.52
5888001,Atikokan,48.76,-91.62,71.58,51,100,8.5
5972762,Hay River,60.82,-115.8,60.8,72,75,14.99
3462103,Grão Mogol,-16.56,-42.89,69.96,62,18,6.69
286621,Salalah,17.02,54.09,82.4,94,75,6.93
2616504,Nexø,55.06,15.13,60.8,87,54,5.82
3871336,Santiago,-33.46,-70.65,51.8,66,100,2.48
6050066,La Ronge,55.1,-105.28,64.4,63,90,12.75
2191562,Dunedin,-45.87,170.5,39.45,75,46,1.99
217562,Butembo,0.15,29.28,56.64,95,100,2.95
6170799,Tweed,44.48,-77.32,72.32,96,100,5.01
325579,Ziway,7.93,38.72,63.46,83,99,12.46
934322,Mahébourg,-20.41,57.7,69.8,83,75,6.93
1496476,Nyagan,62.14,65.39,65.32,96,100,5.48
2180815,Tuatapere,-46.13,167.68,32.79,95,46,4.0
2449893,Tessalit,20.2,1.01,93.11,29,36,15.88
3141667,Roald,62.58,6.13,61.7,72,75,4.7
2012780,Zabaykal'sk,49.63,117.32,63.88,87,86,6.17
3867427,Mayor Pablo Lagerenza,-19.93,-60.77,84.11,47,93,2.93
1299237,Pyapon,16.28,95.68,79.18,89,100,4.05
986717,Kruisfontein,-34.0,24.73,48.56,56,39,3.94
2507480,Algiers,36.75,3.04,75.2,73,0,17.22
2395182,Bembèrèkè,10.23,2.66,68.5,100,77,4.43
2112444,Kamaishi,39.27,141.88,61.72,83,87,1.66
5697939,North Platte,41.12,-100.77,88.0,55,1,10.29
1276128,Bharatpur,27.22,77.48,93.02,50,84,4.14
1696188,Palauig,15.44,119.9,82.17,73,41,4.61
304183,Bayir,37.27,28.22,76.06,50,0,4.7
1609776,Khon Kaen,16.45,102.83,78.8,88,93,3.36
608271,Shubarkuduk,49.14,56.49,84.13,21,0,10.31
3663503,Manicoré,-5.81,-61.3,91.4,52,99,6.93
1127106,Sar-e Pul,35.83,66.17,71.08,40,98,5.44
607610,Zhangaözen,43.3,52.8,89.92,18,98,21.61
2409914,Bonthe,7.53,-12.51,76.5,78,100,7.43
235826,Zemio,5.03,25.14,70.75,93,100,1.34
933995,Souillac,-20.52,57.52,69.8,77,40,8.05
939676,Willowmore,-33.29,23.49,47.64,41,0,4.14
2160735,Lakes Entrance,-37.88,147.98,46.99,97,35,7.58
1529651,Altay,47.87,88.12,67.46,39,21,8.19
2364752,Notsé,6.95,1.17,75.49,81,100,2.59
3985168,San Patricio,19.22,-104.7,89.6,75,75,11.41
2396518,Port-Gentil,-0.72,8.78,77.0,83,75,13.29
4673258,Beeville,28.4,-97.75,97.07,53,40,16.11
1067565,Beloha,-25.17,45.05,58.6,79,4,6.55
3137469,Sørland,67.67,12.69,57.2,87,40,8.05
1626542,Sorong,-0.88,131.25,78.04,83,0,4.0
3421982,Maniitsoq,65.42,-52.9,46.53,83,9,6.64
1811720,Enshi,30.3,109.48,74.91,88,100,1.34
4011741,Durango,24.83,-104.83,85.23,24,3,11.52
2184707,Wanaka,-44.7,169.15,28.99,84,22,3.0
158321,Karema,-6.82,30.44,71.73,50,5,12.08
107304,Buraidah,26.33,43.98,96.8,19,1,6.93
2025256,Chumikan,54.72,135.31,52.9,96,100,6.91
601734,Daşoguz,41.84,59.97,82.4,37,0,9.17
5922281,Chute-aux-Outardes,49.12,-68.4,66.2,59,20,10.29
4565346,Hatillo,18.49,-66.83,81.0,86,85,1.01
1863310,Hamada,34.88,132.08,69.01,45,10,1.63
3115739,Narón,43.52,-8.15,64.72,64,99,6.93
1153035,Kathu,7.92,98.33,81.55,100,20,1.12
214575,Kampene,-3.6,26.67,72.28,54,27,2.44
2109701,Auki,-8.77,160.7,76.77,78,54,6.26
1174451,Keti Bandar,24.14,67.45,86.27,81,100,13.67
1244926,Hambantota,6.12,81.12,81.84,75,100,17.83
609906,Fort-Shevchenko,44.51,50.26,82.0,68,0,14.79
457955,Liepāja,56.54,21.04,62.6,67,2,3.36
2476660,Tigzirt,36.89,4.12,73.69,76,0,13.73
737021,Zonguldak,41.25,31.83,62.58,94,84,1.41
6620339,Karratha,-20.74,116.85,64.04,64,0,6.78
3833062,Venado Tuerto,-33.75,-61.97,66.99,25,0,1.99
3381428,Iracoubo,5.48,-53.2,82.13,80,100,11.25
2338660,Yaan,7.38,8.57,73.92,93,100,4.92
5975004,High Level,58.52,-117.14,59.0,93,90,5.82
4671800,Azle,32.9,-97.55,98.22,39,20,9.17
2012530,Zhigansk,66.77,123.37,62.26,87,98,11.92
2455216,Kita,13.03,-9.49,72.57,91,100,1.88
10722858,Forsytheganj,52.63,29.73,57.58,78,31,3.83
1062663,Mahajanga,-15.72,46.32,75.2,78,62,2.24
4021858,Guerrero Negro,27.98,-114.06,79.39,48,0,15.82
3911925,La Paz,-16.5,-68.15,62.6,8,40,6.93
1498283,Mugur-Aksy,50.35,90.5,47.46,80,0,4.05
2022143,Khuzhir,53.19,107.34,50.45,72,0,10.98
934479,Grand Gaube,-20.01,57.66,66.99,80,5,3.0
3460087,Jardim,-21.48,-56.14,86.11,32,58,7.18
1495626,Pangody,65.85,74.49,45.19,85,18,4.21
4161461,Lakeside,30.13,-81.77,91.47,59,75,13.87
1511646,Andra,62.51,65.89,63.07,94,100,6.82
3355672,Lüderitz,-26.65,15.16,68.0,22,0,6.93
779683,Hammerfest,70.66,23.68,55.4,76,99,4.7
8079926,Labuhan,-6.88,112.21,76.37,80,0,8.08
2126123,Chokurdakh,70.63,147.92,41.74,91,100,7.05
1737185,Kapit,2.02,112.93,73.08,95,100,1.5
2729907,Longyearbyen,78.22,15.64,44.6,87,75,2.24
1510689,Baykit,61.67,96.37,53.35,87,98,10.29
3695675,La Peca,-5.61,-78.44,78.13,62,38,4.23
3450083,Santa Maria,-29.68,-53.81,50.0,87,75,13.87
2375255,Bafatá,12.17,-14.75,74.34,97,100,5.21
1269158,Jaswantnagar,26.88,78.9,92.93,52,97,10.02
965528,Phalaborwa,-23.94,31.14,53.6,54,0,3.36
2037799,Datong,40.09,113.29,65.91,82,100,5.44
2112309,Katsuura,35.13,140.3,67.23,94,75,3.36
235191,Amudat,1.95,34.95,68.79,79,100,1.81
86049,Jalu,29.03,21.55,86.27,34,0,14.14
1255143,Tālcher,20.95,85.22,81.14,83,96,8.28
2028164,Deputatsky,69.3,139.9,40.24,79,34,1.36
3843123,Neuquén,-38.95,-68.06,48.2,70,75,6.04
1307741,Myitkyina,25.38,97.4,74.86,96,100,1.48
315367,Erzurum Province,40.0,41.5,66.2,55,40,6.93
2450173,Taoudenni,22.68,-3.98,95.65,27,100,13.06
1260548,Pandhāna,21.7,76.22,79.92,86,3,5.77
2400547,Gamba,-2.65,10.0,71.51,91,100,5.86
3013633,Arrondissement du Havre,49.58,0.33,61.48,77,34,6.93
1259385,Port Blair,11.67,92.75,81.0,79,100,8.39
648090,Lieksa,63.32,30.02,55.22,65,0,7.11
1505584,Inskoy,54.43,86.44,61.29,92,79,5.57
3420846,Qaqortoq,60.72,-46.03,64.4,36,20,8.05
1722803,Buluang,13.31,123.34,77.68,89,84,2.46
1511783,Aleysk,52.49,82.78,62.08,93,12,8.97
3230781,Hella,67.2,14.43,60.3,77,75,2.24
1538638,Lokomotivnyy,53.01,60.57,69.96,58,0,7.18
3520994,Puerto Escondido,15.85,-97.07,84.2,74,75,12.75
3416888,Grindavik,63.84,-22.43,48.2,100,90,11.41
1314759,Lashio,22.93,97.75,69.33,99,100,0.85
2083537,Wewak,-3.55,143.63,79.23,80,17,1.86
3457381,Mauá,-23.67,-46.46,66.67,68,27,5.82
4036284,Alofi,-19.06,-169.92,77.0,73,20,10.29
5503914,Fallon,39.47,-118.78,93.09,8,40,3.36
4049979,Birmingham,33.52,-86.8,92.77,52,20,5.82
1282027,Malé,4.17,73.51,84.2,79,75,2.24
1265242,Lakhīmpur,27.95,80.77,87.1,64,5,8.68
1862505,Hirara,24.8,125.28,85.28,82,100,19.42
5815135,Washington,47.5,-120.5,88.32,21,87,7.0
6621033,Grand Falls,47.05,-67.74,70.86,43,1,8.05
1488903,Turukhansk,65.82,87.98,45.88,90,0,15.35
686090,Asău,46.43,26.4,59.0,88,0,5.32
3168633,Salò,45.61,10.53,76.23,69,40,2.24
1337616,Naifaru,5.44,73.37,83.53,79,99,10.02
3463271,Flores da Cunha,-29.03,-51.18,46.0,99,100,4.0
157429,Kilindoni,-7.91,39.67,78.06,67,70,17.94
4231997,Avera,33.19,-82.53,93.06,44,40,6.93
2324767,Potiskum,11.71,11.07,84.4,54,99,12.03
1803886,Lianran,24.92,102.48,67.87,93,75,13.42
1797117,Rongcheng,30.63,117.85,73.53,92,54,1.97
1788852,Xining,36.62,101.77,54.41,79,20,2.37
72181,Marzuq,14.4,46.47,84.42,49,97,3.2
863061,Usinsk,65.99,57.53,54.27,67,94,14.88
1180729,Dalbandin,28.89,64.41,87.46,25,23,7.34
2139521,Noumea,-22.28,166.46,59.0,82,75,2.24
727838,Galabovo,42.14,25.87,73.18,40,20,9.17
1267065,Khānāpur,15.63,74.52,71.2,92,100,13.4
2212775,Sabha,27.04,14.43,90.73,18,0,7.63
5746545,Portland,45.52,-122.68,78.48,53,40,4.7
